2014-6 ; 0 ; 0
2014-7 ; 0 ; 0
2014-9 ; 1 ; 0
2014-10 ; 1 ; 0
2014-11 ; 2 ; 0
2014-12 ; 5 ; 0
2015-2 ; 5 ; 0
2015-3 ; 6 ; 0
2015-4 ; 8 ; 0
2015-5 ; 8 ; 0
2015-6 ; 12 ; 0
2015-7 ; 12 ; 0
2015-8 ; 12 ; 0
2015-9 ; 12 ; 0
2015-10 ; 12 ; 0
2015-11 ; 10 ; 0
2015-12 ; 9 ; 0
2016-1 ; 9 ; 0
2016-2 ; 9 ; 0
2016-3 ; 10 ; 0
2016-4 ; 17 ; 0
2016-5 ; 19 ; 0
2016-6 ; 21 ; 0
2016-7 ; 21 ; 0
2016-8 ; 21 ; 0
2016-9 ; 22 ; 0
2016-10 ; 22 ; 0
2016-11 ; 22 ; 0
2016-12 ; 25 ; 0
2017-1 ; 23 ; 1
2017-2 ; 23 ; 1
2017-3 ; 20 ; 1
2017-5 ; 20 ; 1
2017-7 ; 20 ; 1
2017-8 ; 19 ; 1
2017-9 ; 21 ; 1
2017-10 ; 21 ; 1
2017-11 ; 21 ; 1
2017-12 ; 27 ; 0
2018-1 ; 27 ; 0
2018-2 ; 33 ; 4
2018-3 ; 34 ; 14
2018-4 ; 37 ; 14
2018-5 ; 37 ; 14
2018-6 ; 37 ; 14
2018-7 ; 37 ; 14
2018-8 ; 37 ; 14
2018-9 ; 37 ; 14
2018-10 ; 39 ; 14
2018-11 ; 37 ; 14
2018-12 ; 37 ; 14
2019-1 ; 38 ; 14
2019-2 ; 39 ; 14
2019-3 ; 38 ; 14
2019-4 ; 59 ; 14
2019-5 ; 59 ; 14
2019-6 ; 61 ; 14
2019-7 ; 61 ; 14
2019-8 ; 61 ; 14
2019-9 ; 38 ; 14
2019-10 ; 64 ; 14
2019-11 ; 64 ; 14
2019-12 ; 64 ; 14
2020-1 ; 64 ; 14
